Bedroom,LGA,Period,Affordable,Percent
1br,Swan Hill,2003-12-01 00:00:00,10,0.833
1br,Swan Hill,2004-03-01 00:00:00,17,0.773
1br,Swan Hill,2004-06-01 00:00:00,24,0.923
1br,Swan Hill,2004-09-01 00:00:00,17,0.944
1br,Swan Hill,2004-12-01 00:00:00,12,1
1br,Swan Hill,2005-03-01 00:00:00,17,0.944
1br,Swan Hill,2005-06-01 00:00:00,17,0.895
1br,Swan Hill,2005-09-01 00:00:00,19,0.905
1br,Swan Hill,2005-12-01 00:00:00,22,0.815
1br,Swan Hill,2006-03-01 00:00:00,19,0.905
1br,Swan Hill,2006-06-01 00:00:00,19,0.864
1br,Swan Hill,2006-09-01 00:00:00,17,0.81
1br,Swan Hill,2006-12-01 00:00:00,15,0.938
1br,Swan Hill,2007-03-01 00:00:00,20,0.833
1br,Swan Hill,2007-06-01 00:00:00,16,0.941
1br,Swan Hill,2007-09-01 00:00:00,17,0.85
1br,Swan Hill,2007-12-01 00:00:00,15,0.833
1br,Swan Hill,2008-03-01 00:00:00,27,0.964
1br,Swan Hill,2008-06-01 00:00:00,21,0.955
1br,Swan Hill,2008-09-01 00:00:00,25,0.893
1br,Swan Hill,2008-12-01 00:00:00,19,0.95
1br,Swan Hill,2009-03-01 00:00:00,17,0.81
1br,Swan Hill,2009-06-01 00:00:00,15,0.75
1br,Swan Hill,2009-09-01 00:00:00,18,0.783
1br,Swan Hill,2009-12-01 00:00:00,21,0.84
1br,Swan Hill,2010-03-01 00:00:00,18,0.818
1br,Swan Hill,2010-06-01 00:00:00,13,0.867
1br,Swan Hill,2010-09-01 00:00:00,19,0.905
1br,Swan Hill,2010-12-01 00:00:00,17,0.708
1br,Swan Hill,2011-03-01 00:00:00,17,0.895
1br,Swan Hill,2011-06-01 00:00:00,15,0.882
1br,Swan Hill,2011-09-01 00:00:00,17,0.895
1br,Swan Hill,2011-12-01 00:00:00,17,0.895
1br,Swan Hill,2012-03-01 00:00:00,17,0.85
1br,Swan Hill,2012-06-01 00:00:00,13,1
1br,Swan Hill,2012-09-01 00:00:00,14,0.824
1br,Swan Hill,2012-12-01 00:00:00,14,0.824
1br,Swan Hill,2013-03-01 00:00:00,16,0.842
1br,Swan Hill,2013-06-01 00:00:00,19,0.792
1br,Swan Hill,2013-09-01 00:00:00,15,0.789
1br,Swan Hill,2014-03-01 00:00:00,13,0.867
1br,Swan Hill,2014-06-01 00:00:00,13,0.684
1br,Swan Hill,2014-09-01 00:00:00,18,0.818
1br,Swan Hill,2014-12-01 00:00:00,14,0.778
1br,Swan Hill,2015-03-01 00:00:00,12,0.923
1br,Swan Hill,2015-06-01 00:00:00,16,0.842
1br,Swan Hill,2015-09-01 00:00:00,16,0.842
1br,Swan Hill,2015-12-01 00:00:00,8,0.727
1br,Swan Hill,2016-03-01 00:00:00,11,0.786
1br,Swan Hill,2016-06-01 00:00:00,14,0.667
1br,Swan Hill,2016-09-01 00:00:00,6,0.6
1br,Swan Hill,2016-12-01 00:00:00,10,0.769
1br,Swan Hill,2017-03-01 00:00:00,9,0.692
1br,Swan Hill,2017-09-01 00:00:00,15,0.789
1br,Swan Hill,2017-12-01 00:00:00,12,0.75
1br,Swan Hill,2018-03-01 00:00:00,10,0.667
1br,Swan Hill,2018-06-01 00:00:00,10,0.714
1br,Swan Hill,2018-09-01 00:00:00,8,0.615
1br,Swan Hill,2018-12-01 00:00:00,13,0.722
1br,Swan Hill,2019-03-01 00:00:00,9,0.529
1br,Swan Hill,2019-06-01 00:00:00,10,0.714
1br,Swan Hill,2019-09-01 00:00:00,6,0.667
1br,Swan Hill,2019-12-01 00:00:00,10,0.5
1br,Swan Hill,2020-03-01 00:00:00,7,0.412
1br,Swan Hill,2020-06-01 00:00:00,1,0.167
1br,Swan Hill,2020-09-01 00:00:00,3,0.333
1br,Swan Hill,2020-12-01 00:00:00,2,0.25
1br,Swan Hill,2021-03-01 00:00:00,5,0.278
1br,Swan Hill,2021-06-01 00:00:00,4,0.333
1br,Swan Hill,2021-09-01 00:00:00,9,0.5
1br,Swan Hill,2021-12-01 00:00:00,4,0.333
1br,Swan Hill,2022-03-01 00:00:00,10,0.769
1br,Swan Hill,2022-06-01 00:00:00,3,0.3
1br,Swan Hill,2022-09-01 00:00:00,5,0.5
1br,Swan Hill,2022-12-01 00:00:00,10,0.714
1br,Swan Hill,2023-03-01 00:00:00,14,0.737
1br,Swan Hill,2023-06-01 00:00:00,1,0.083
1br,Swan Hill,2023-09-01 00:00:00,5,0.455
1br,Swan Hill,2023-12-01 00:00:00,1,0.125
1br,Swan Hill,2024-03-01 00:00:00,10,0.526
1br,Swan Hill,2024-06-01 00:00:00,9,0.409
1br,Swan Hill,2024-09-01 00:00:00,6,0.333
1br,Swan Hill,2024-12-01 00:00:00,4,0.444
1br,Swan Hill,2025-03-01 00:00:00,1,0.2
1br,Table Total,2000-03-01 00:00:00,1092,0.19
1br,Table Total,2000-06-01 00:00:00,819,0.17
1br,Table Total,2000-09-01 00:00:00,1017,0.194
1br,Table Total,2000-12-01 00:00:00,1235,0.262
1br,Table Total,2001-03-01 00:00:00,1457,0.242
1br,Table Total,2001-06-01 00:00:00,1105,0.232
1br,Table Total,2001-09-01 00:00:00,986,0.192
1br,Table Total,2001-12-01 00:00:00,919,0.194
1br,Table Total,2002-03-01 00:00:00,996,0.163
1br,Table Total,2002-06-01 00:00:00,881,0.179
1br,Table Total,2002-09-01 00:00:00,910,0.168
1br,Table Total,2002-12-01 00:00:00,864,0.181
1br,Table Total,2003-03-01 00:00:00,935,0.141
1br,Table Total,2003-06-01 00:00:00,798,0.157
1br,Table Total,2003-09-01 00:00:00,754,0.137
1br,Table Total,2003-12-01 00:00:00,629,0.129
1br,Table Total,2004-03-01 00:00:00,808,0.116
1br,Table Total,2004-06-01 00:00:00,677,0.148
1br,Table Total,2004-09-01 00:00:00,811,0.142
1br,Table Total,2004-12-01 00:00:00,689,0.137
1br,Table Total,2005-03-01 00:00:00,796,0.117
1br,Table Total,2005-06-01 00:00:00,664,0.122
1br,Table Total,2005-09-01 00:00:00,686,0.114
1br,Table Total,2005-12-01 00:00:00,730,0.149
1br,Table Total,2006-03-01 00:00:00,718,0.108
1br,Table Total,2006-06-01 00:00:00,555,0.11
1br,Table Total,2006-09-01 00:00:00,583,0.106
1br,Table Total,2006-12-01 00:00:00,510,0.106
1br,Table Total,2007-03-01 00:00:00,547,0.085
1br,Table Total,2007-06-01 00:00:00,512,0.1
1br,Table Total,2007-09-01 00:00:00,477,0.092
1br,Table Total,2007-12-01 00:00:00,459,0.101
1br,Table Total,2008-03-01 00:00:00,523,0.084
1br,Table Total,2008-06-01 00:00:00,439,0.083
1br,Table Total,2008-09-01 00:00:00,430,0.08
1br,Table Total,2008-12-01 00:00:00,407,0.081
1br,Table Total,2009-03-01 00:00:00,448,0.069
1br,Table Total,2009-06-01 00:00:00,388,0.065
1br,Table Total,2009-09-01 00:00:00,416,0.063
1br,Table Total,2009-12-01 00:00:00,326,0.057
1br,Table Total,2010-03-01 00:00:00,375,0.054
1br,Table Total,2010-06-01 00:00:00,341,0.063
1br,Table Total,2010-09-01 00:00:00,334,0.056
1br,Table Total,2010-12-01 00:00:00,321,0.057
1br,Table Total,2011-03-01 00:00:00,363,0.05
1br,Table Total,2011-06-01 00:00:00,300,0.053
1br,Table Total,2011-09-01 00:00:00,298,0.046
1br,Table Total,2011-12-01 00:00:00,248,0.043
1br,Table Total,2012-03-01 00:00:00,285,0.037
1br,Table Total,2012-06-01 00:00:00,255,0.042
1br,Table Total,2012-09-01 00:00:00,237,0.035
1br,Table Total,2012-12-01 00:00:00,219,0.035
1br,Table Total,2013-03-01 00:00:00,243,0.03
1br,Table Total,2013-06-01 00:00:00,274,0.039
1br,Table Total,2013-09-01 00:00:00,285,0.037
1br,Table Total,2014-03-01 00:00:00,242,0.028
1br,Table Total,2014-06-01 00:00:00,226,0.032
1br,Table Total,2014-09-01 00:00:00,223,0.027
1br,Table Total,2014-12-01 00:00:00,204,0.029
1br,Table Total,2015-03-01 00:00:00,235,0.024
1br,Table Total,2015-06-01 00:00:00,195,0.029
1br,Table Total,2015-09-01 00:00:00,188,0.021
1br,Table Total,2015-12-01 00:00:00,174,0.023
1br,Table Total,2016-03-01 00:00:00,196,0.021
1br,Table Total,2016-06-01 00:00:00,182,0.023
1br,Table Total,2016-09-01 00:00:00,183,0.021
1br,Table Total,2016-12-01 00:00:00,161,0.021
1br,Table Total,2017-03-01 00:00:00,178,0.018
1br,Table Total,2017-09-01 00:00:00,204,0.024
1br,Table Total,2017-12-01 00:00:00,217,0.028
1br,Table Total,2018-03-01 00:00:00,249,0.026
1br,Table Total,2018-06-01 00:00:00,186,0.025
1br,Table Total,2018-09-01 00:00:00,231,0.027
1br,Table Total,2018-12-01 00:00:00,180,0.024
1br,Table Total,2019-03-01 00:00:00,155,0.017
1br,Table Total,2019-06-01 00:00:00,139,0.02
1br,Table Total,2019-09-01 00:00:00,159,0.018
1br,Table Total,2019-12-01 00:00:00,179,0.022
1br,Table Total,2020-03-01 00:00:00,137,0.014
1br,Table Total,2020-06-01 00:00:00,102,0.013
1br,Table Total,2020-09-01 00:00:00,102,0.012
1br,Table Total,2020-12-01 00:00:00,111,0.011
1br,Table Total,2021-03-01 00:00:00,133,0.011
1br,Table Total,2021-06-01 00:00:00,207,0.02
1br,Table Total,2021-09-01 00:00:00,207,0.022
1br,Table Total,2021-12-01 00:00:00,189,0.019
1br,Table Total,2022-03-01 00:00:00,158,0.014
1br,Table Total,2022-06-01 00:00:00,116,0.013
1br,Table Total,2022-09-01 00:00:00,146,0.015
1br,Table Total,2022-12-01 00:00:00,144,0.017
1br,Table Total,2023-03-01 00:00:00,155,0.016
1br,Table Total,2023-06-01 00:00:00,127,0.017
1br,Table Total,2023-09-01 00:00:00,131,0.015
1br,Table Total,2023-12-01 00:00:00,157,0.02
1br,Table Total,2024-03-01 00:00:00,169,0.018
1br,Table Total,2024-06-01 00:00:00,198,0.025
1br,Table Total,2024-09-01 00:00:00,215,0.024
1br,Table Total,2024-12-01 00:00:00,234,0.031
1br,Table Total,2025-03-01 00:00:00,130,0.014
1br,Towong,2000-03-01 00:00:00,0,0
1br,Towong,2000-06-01 00:00:00,0,0
1br,Towong,2000-09-01 00:00:00,1,1
1br,Towong,2000-12-01 00:00:00,2,1
1br,Towong,2001-03-01 00:00:00,0,0
1br,Towong,2001-06-01 00:00:00,2,1
1br,Towong,2001-09-01 00:00:00,1,1
1br,Towong,2001-12-01 00:00:00,0,0
1br,Towong,2002-03-01 00:00:00,1,1
1br,Towong,2002-06-01 00:00:00,1,1
1br,Towong,2002-09-01 00:00:00,1,1
1br,Towong,2002-12-01 00:00:00,0,0
1br,Towong,2003-03-01 00:00:00,0,0
1br,Towong,2003-06-01 00:00:00,2,0.667
1br,Towong,2003-09-01 00:00:00,1,1
1br,Towong,2003-12-01 00:00:00,1,1
1br,Towong,2004-03-01 00:00:00,0,0
1br,Towong,2004-06-01 00:00:00,1,1
1br,Towong,2004-09-01 00:00:00,2,1
1br,Towong,2004-12-01 00:00:00,0,0
1br,Towong,2005-03-01 00:00:00,2,0.667
1br,Towong,2005-06-01 00:00:00,1,1
1br,Towong,2005-09-01 00:00:00,1,1
1br,Towong,2005-12-01 00:00:00,2,1
1br,Towong,2006-03-01 00:00:00,1,1
1br,Towong,2006-06-01 00:00:00,0,0
1br,Towong,2006-09-01 00:00:00,1,1
1br,Towong,2006-12-01 00:00:00,1,0.5
1br,Towong,2007-03-01 00:00:00,4,1
1br,Towong,2007-06-01 00:00:00,0,0
1br,Towong,2007-09-01 00:00:00,0,0
1br,Towong,2007-12-01 00:00:00,0,0
1br,Towong,2008-03-01 00:00:00,1,1
1br,Towong,2008-06-01 00:00:00,1,1
1br,Towong,2008-09-01 00:00:00,3,1
1br,Towong,2008-12-01 00:00:00,1,1
1br,Towong,2009-03-01 00:00:00,2,1
1br,Towong,2009-06-01 00:00:00,0,0
1br,Towong,2009-09-01 00:00:00,2,0.5
1br,Towong,2009-12-01 00:00:00,1,1
1br,Towong,2010-03-01 00:00:00,0,0
1br,Towong,2010-06-01 00:00:00,0,0
1br,Towong,2010-09-01 00:00:00,4,1
1br,Towong,2010-12-01 00:00:00,7,1
1br,Towong,2011-03-01 00:00:00,2,1
1br,Towong,2011-06-01 00:00:00,0,0
1br,Towong,2011-09-01 00:00:00,1,1
1br,Towong,2011-12-01 00:00:00,2,1
1br,Towong,2012-03-01 00:00:00,3,1
1br,Towong,2012-06-01 00:00:00,3,1
1br,Towong,2012-09-01 00:00:00,1,1
1br,Towong,2012-12-01 00:00:00,1,1
1br,Towong,2013-03-01 00:00:00,5,1
1br,Towong,2013-06-01 00:00:00,2,1
1br,Towong,2013-09-01 00:00:00,1,1
1br,Towong,2014-03-01 00:00:00,5,1
1br,Towong,2014-06-01 00:00:00,2,1
1br,Towong,2014-09-01 00:00:00,1,1
1br,Towong,2014-12-01 00:00:00,3,1
1br,Towong,2015-03-01 00:00:00,3,1
1br,Towong,2015-06-01 00:00:00,2,0.667
1br,Towong,2015-09-01 00:00:00,2,1
1br,Towong,2015-12-01 00:00:00,1,1
1br,Towong,2016-03-01 00:00:00,2,0.667
1br,Towong,2016-06-01 00:00:00,3,1
1br,Towong,2016-09-01 00:00:00,1,0.333
1br,Towong,2016-12-01 00:00:00,2,1
1br,Towong,2017-03-01 00:00:00,1,1
1br,Towong,2017-09-01 00:00:00,1,0.5
1br,Towong,2017-12-01 00:00:00,1,1
1br,Towong,2018-03-01 00:00:00,0,0
1br,Towong,2018-06-01 00:00:00,0,0
1br,Towong,2018-09-01 00:00:00,1,1
1br,Towong,2018-12-01 00:00:00,3,1
1br,Towong,2019-03-01 00:00:00,5,0.833
1br,Towong,2019-06-01 00:00:00,0,0
1br,Towong,2019-09-01 00:00:00,1,0.5
1br,Towong,2019-12-01 00:00:00,0,0
1br,Towong,2020-03-01 00:00:00,1,1
1br,Towong,2020-06-01 00:00:00,1,0.5
1br,Towong,2020-09-01 00:00:00,1,0.5
1br,Towong,2020-12-01 00:00:00,1,0.5
1br,Towong,2021-03-01 00:00:00,2,0.667
1br,Towong,2021-06-01 00:00:00,2,1
1br,Towong,2021-09-01 00:00:00,0,0
1br,Towong,2021-12-01 00:00:00,0,0
1br,Towong,2022-03-01 00:00:00,0,0
1br,Towong,2022-06-01 00:00:00,0,0
1br,Towong,2022-09-01 00:00:00,1,1
1br,Towong,2022-12-01 00:00:00,1,0.5
1br,Towong,2023-03-01 00:00:00,1,1
1br,Towong,2023-06-01 00:00:00,0,0
1br,Towong,2023-09-01 00:00:00,0,0
1br,Towong,2023-12-01 00:00:00,0,0
1br,Towong,2024-03-01 00:00:00,0,0
1br,Towong,2024-06-01 00:00:00,0,0
1br,Towong,2024-09-01 00:00:00,1,1
1br,Towong,2024-12-01 00:00:00,0,0
1br,Towong,2025-03-01 00:00:00,0,0
1br,Wangaratta,2000-03-01 00:00:00,9,0.563
1br,Wangaratta,2000-06-01 00:00:00,10,0.833
1br,Wangaratta,2000-09-01 00:00:00,8,0.727
1br,Wangaratta,2000-12-01 00:00:00,11,0.846
1br,Wangaratta,2001-03-01 00:00:00,13,0.929
1br,Wangaratta,2001-06-01 00:00:00,9,1
1br,Wangaratta,2001-09-01 00:00:00,6,0.857
1br,Wangaratta,2001-12-01 00:00:00,10,0.833
1br,Wangaratta,2002-03-01 00:00:00,10,0.769
1br,Wangaratta,2002-06-01 00:00:00,15,0.882
1br,Wangaratta,2002-09-01 00:00:00,8,1
1br,Wangaratta,2002-12-01 00:00:00,14,0.933
1br,Wangaratta,2003-03-01 00:00:00,10,0.909
1br,Wangaratta,2003-06-01 00:00:00,14,1
1br,Wangaratta,2003-09-01 00:00:00,11,1
1br,Wangaratta,2003-12-01 00:00:00,5,1
1br,Wangaratta,2004-03-01 00:00:00,5,0.625
1br,Wangaratta,2004-06-01 00:00:00,3,1
1br,Wangaratta,2004-09-01 00:00:00,6,0.667
1br,Wangaratta,2004-12-01 00:00:00,4,0.571
1br,Wangaratta,2005-03-01 00:00:00,6,0.6
1br,Wangaratta,2005-06-01 00:00:00,1,0.1
1br,Wangaratta,2005-09-01 00:00:00,3,0.176
1br,Wangaratta,2005-12-01 00:00:00,6,0.667
1br,Wangaratta,2006-03-01 00:00:00,8,0.533
1br,Wangaratta,2006-06-01 00:00:00,0,0
1br,Wangaratta,2006-09-01 00:00:00,2,0.222
1br,Wangaratta,2006-12-01 00:00:00,5,0.556
1br,Wangaratta,2007-03-01 00:00:00,2,0.125
1br,Wangaratta,2007-06-01 00:00:00,3,0.429
1br,Wangaratta,2007-09-01 00:00:00,1,0.125
1br,Wangaratta,2007-12-01 00:00:00,4,0.444
1br,Wangaratta,2008-03-01 00:00:00,6,0.375
1br,Wangaratta,2008-06-01 00:00:00,7,0.7
1br,Wangaratta,2008-09-01 00:00:00,5,0.625
1br,Wangaratta,2008-12-01 00:00:00,9,0.529
1br,Wangaratta,2009-03-01 00:00:00,8,0.571
1br,Wangaratta,2009-06-01 00:00:00,7,0.583
1br,Wangaratta,2009-09-01 00:00:00,11,0.458
1br,Wangaratta,2009-12-01 00:00:00,2,0.222
1br,Wangaratta,2010-03-01 00:00:00,4,0.364
1br,Wangaratta,2010-06-01 00:00:00,5,0.333
1br,Wangaratta,2010-09-01 00:00:00,7,0.538
1br,Wangaratta,2010-12-01 00:00:00,5,0.5
1br,Wangaratta,2011-03-01 00:00:00,6,0.4
1br,Wangaratta,2011-06-01 00:00:00,8,0.533
1br,Wangaratta,2011-09-01 00:00:00,8,0.615
1br,Wangaratta,2011-12-01 00:00:00,4,0.364
1br,Wangaratta,2012-03-01 00:00:00,7,0.389
1br,Wangaratta,2012-06-01 00:00:00,6,0.429
1br,Wangaratta,2012-09-01 00:00:00,5,0.278
1br,Wangaratta,2012-12-01 00:00:00,1,0.091
1br,Wangaratta,2013-03-01 00:00:00,5,0.294
1br,Wangaratta,2013-06-01 00:00:00,14,0.636
1br,Wangaratta,2013-09-01 00:00:00,10,0.588
1br,Wangaratta,2014-03-01 00:00:00,6,0.333
1br,Wangaratta,2014-06-01 00:00:00,8,0.615
1br,Wangaratta,2014-09-01 00:00:00,7,0.538
1br,Wangaratta,2014-12-01 00:00:00,5,0.217
1br,Wangaratta,2015-03-01 00:00:00,12,0.632
1br,Wangaratta,2015-06-01 00:00:00,5,0.385
1br,Wangaratta,2015-09-01 00:00:00,7,0.368
1br,Wangaratta,2015-12-01 00:00:00,2,0.4
1br,Wangaratta,2016-03-01 00:00:00,2,0.143
1br,Wangaratta,2016-06-01 00:00:00,3,0.25
1br,Wangaratta,2016-09-01 00:00:00,3,0.3
1br,Wangaratta,2016-12-01 00:00:00,0,0
1br,Wangaratta,2017-03-01 00:00:00,2,0.222
1br,Wangaratta,2017-09-01 00:00:00,2,0.2
1br,Wangaratta,2017-12-01 00:00:00,4,0.4
1br,Wangaratta,2018-03-01 00:00:00,2,0.286
1br,Wangaratta,2018-06-01 00:00:00,2,0.143
1br,Wangaratta,2018-09-01 00:00:00,0,0
1br,Wangaratta,2018-12-01 00:00:00,4,0.364
1br,Wangaratta,2019-03-01 00:00:00,1,0.048
1br,Wangaratta,2019-06-01 00:00:00,0,0
1br,Wangaratta,2019-09-01 00:00:00,0,0
1br,Wangaratta,2019-12-01 00:00:00,2,0.1
1br,Wangaratta,2020-03-01 00:00:00,2,0.118
1br,Wangaratta,2020-06-01 00:00:00,0,0
1br,Wangaratta,2020-09-01 00:00:00,2,0.182
1br,Wangaratta,2020-12-01 00:00:00,0,0
1br,Wangaratta,2021-03-01 00:00:00,2,0.133
1br,Wangaratta,2021-06-01 00:00:00,1,0.077
1br,Wangaratta,2021-09-01 00:00:00,1,0.083
1br,Wangaratta,2021-12-01 00:00:00,0,0
1br,Wangaratta,2022-03-01 00:00:00,0,0
1br,Wangaratta,2022-06-01 00:00:00,1,0.1
1br,Wangaratta,2022-09-01 00:00:00,4,0.308
1br,Wangaratta,2022-12-01 00:00:00,3,0.214
1br,Wangaratta,2023-03-01 00:00:00,1,0.111
1br,Wangaratta,2023-06-01 00:00:00,3,0.176
1br,Wangaratta,2023-09-01 00:00:00,0,0
1br,Wangaratta,2023-12-01 00:00:00,5,0.238
1br,Wangaratta,2024-03-01 00:00:00,0,0
1br,Wangaratta,2024-06-01 00:00:00,0,0
1br,Wangaratta,2024-09-01 00:00:00,1,0.167
1br,Wangaratta,2024-12-01 00:00:00,2,0.125
1br,Wangaratta,2025-03-01 00:00:00,5,0.172
1br,Warrnambool,2000-03-01 00:00:00,35,0.897
1br,Warrnambool,2000-06-01 00:00:00,16,0.842
1br,Warrnambool,2000-09-01 00:00:00,27,0.964
1br,Warrnambool,2000-12-01 00:00:00,24,1
1br,Warrnambool,2001-03-01 00:00:00,29,0.935
1br,Warrnambool,2001-06-01 00:00:00,26,0.963
1br,Warrnambool,2001-09-01 00:00:00,23,0.958
1br,Warrnambool,2001-12-01 00:00:00,23,0.852
1br,Warrnambool,2002-03-01 00:00:00,23,0.767
1br,Warrnambool,2002-06-01 00:00:00,10,0.769
1br,Warrnambool,2002-09-01 00:00:00,22,0.733
1br,Warrnambool,2002-12-01 00:00:00,23,0.697
1br,Warrnambool,2003-03-01 00:00:00,27,0.794
1br,Warrnambool,2003-06-01 00:00:00,12,0.75
1br,Warrnambool,2003-09-01 00:00:00,14,0.636
1br,Warrnambool,2003-12-01 00:00:00,9,0.409
1br,Warrnambool,2004-03-01 00:00:00,25,0.735
1br,Warrnambool,2004-06-01 00:00:00,12,0.857
1br,Warrnambool,2004-09-01 00:00:00,16,0.8
1br,Warrnambool,2004-12-01 00:00:00,7,0.5
1br,Warrnambool,2005-03-01 00:00:00,14,0.483
1br,Warrnambool,2005-06-01 00:00:00,14,0.737
1br,Warrnambool,2005-09-01 00:00:00,11,0.733
1br,Warrnambool,2005-12-01 00:00:00,14,0.667
1br,Warrnambool,2006-03-01 00:00:00,14,0.4
1br,Warrnambool,2006-06-01 00:00:00,5,0.455
1br,Warrnambool,2006-09-01 00:00:00,12,0.545
1br,Warrnambool,2006-12-01 00:00:00,18,0.783
1br,Warrnambool,2007-03-01 00:00:00,15,0.469
1br,Warrnambool,2007-06-01 00:00:00,10,0.5
1br,Warrnambool,2007-09-01 00:00:00,4,0.286
1br,Warrnambool,2007-12-01 00:00:00,18,0.75
1br,Warrnambool,2008-03-01 00:00:00,11,0.324
1br,Warrnambool,2008-06-01 00:00:00,11,0.407
1br,Warrnambool,2008-09-01 00:00:00,4,0.267
1br,Warrnambool,2008-12-01 00:00:00,15,0.833
1br,Warrnambool,2009-03-01 00:00:00,15,0.5
1br,Warrnambool,2009-06-01 00:00:00,11,0.458
1br,Warrnambool,2009-09-01 00:00:00,12,0.3
1br,Warrnambool,2009-12-01 00:00:00,4,0.235
1br,Warrnambool,2010-03-01 00:00:00,7,0.28
1br,Warrnambool,2010-06-01 00:00:00,5,0.385
1br,Warrnambool,2010-09-01 00:00:00,5,0.263
1br,Warrnambool,2010-12-01 00:00:00,10,0.4
1br,Warrnambool,2011-03-01 00:00:00,7,0.28
1br,Warrnambool,2011-06-01 00:00:00,7,0.438
1br,Warrnambool,2011-09-01 00:00:00,7,0.318
1br,Warrnambool,2011-12-01 00:00:00,13,0.542
1br,Warrnambool,2012-03-01 00:00:00,7,0.292
1br,Warrnambool,2012-06-01 00:00:00,9,0.391
1br,Warrnambool,2012-09-01 00:00:00,4,0.333
1br,Warrnambool,2012-12-01 00:00:00,9,0.273
1br,Warrnambool,2013-03-01 00:00:00,9,0.391
1br,Warrnambool,2013-06-01 00:00:00,8,0.296
1br,Warrnambool,2013-09-01 00:00:00,6,0.316
1br,Warrnambool,2014-03-01 00:00:00,6,0.25
1br,Warrnambool,2014-06-01 00:00:00,2,0.111
1br,Warrnambool,2014-09-01 00:00:00,10,0.385
1br,Warrnambool,2014-12-01 00:00:00,8,0.258
1br,Warrnambool,2015-03-01 00:00:00,6,0.222
1br,Warrnambool,2015-06-01 00:00:00,4,0.19
1br,Warrnambool,2015-09-01 00:00:00,3,0.188
1br,Warrnambool,2015-12-01 00:00:00,5,0.217
1br,Warrnambool,2016-03-01 00:00:00,5,0.2
1br,Warrnambool,2016-06-01 00:00:00,1,0.053
1br,Warrnambool,2016-09-01 00:00:00,5,0.208
1br,Warrnambool,2016-12-01 00:00:00,2,0.069
1br,Warrnambool,2017-03-01 00:00:00,3,0.167
1br,Warrnambool,2017-09-01 00:00:00,5,0.208
1br,Warrnambool,2017-12-01 00:00:00,5,0.278
1br,Warrnambool,2018-03-01 00:00:00,3,0.125
1br,Warrnambool,2018-06-01 00:00:00,5,0.263
1br,Warrnambool,2018-09-01 00:00:00,8,0.32
1br,Warrnambool,2018-12-01 00:00:00,2,0.1
1br,Warrnambool,2019-03-01 00:00:00,3,0.12
1br,Warrnambool,2019-06-01 00:00:00,3,0.214
1br,Warrnambool,2019-09-01 00:00:00,2,0.125
1br,Warrnambool,2019-12-01 00:00:00,4,0.267
1br,Warrnambool,2020-03-01 00:00:00,3,0.176
1br,Warrnambool,2020-06-01 00:00:00,0,0
1br,Warrnambool,2020-09-01 00:00:00,3,0.214
1br,Warrnambool,2020-12-01 00:00:00,2,0.133
1br,Warrnambool,2021-03-01 00:00:00,1,0.083
1br,Warrnambool,2021-06-01 00:00:00,4,0.267
1br,Warrnambool,2021-09-01 00:00:00,1,0.125
1br,Warrnambool,2021-12-01 00:00:00,2,0.091
1br,Warrnambool,2022-03-01 00:00:00,0,0
1br,Warrnambool,2022-06-01 00:00:00,0,0
1br,Warrnambool,2022-09-01 00:00:00,1,0.071
1br,Warrnambool,2022-12-01 00:00:00,0,0
1br,Warrnambool,2023-03-01 00:00:00,0,0
1br,Warrnambool,2023-06-01 00:00:00,0,0
1br,Warrnambool,2023-09-01 00:00:00,0,0
1br,Warrnambool,2023-12-01 00:00:00,0,0
1br,Warrnambool,2024-03-01 00:00:00,2,0.118
1br,Warrnambool,2024-06-01 00:00:00,0,0
1br,Warrnambool,2024-09-01 00:00:00,0,0
1br,Warrnambool,2024-12-01 00:00:00,0,0
1br,Warrnambool,2025-03-01 00:00:00,0,0
1br,Wellington,2000-03-01 00:00:00,34,0.944
1br,Wellington,2000-06-01 00:00:00,25,0.926
1br,Wellington,2000-09-01 00:00:00,24,0.8
1br,Wellington,2000-12-01 00:00:00,23,1
1br,Wellington,2001-03-01 00:00:00,22,0.957
1br,Wellington,2001-06-01 00:00:00,35,0.897
1br,Wellington,2001-09-01 00:00:00,30,0.968
1br,Wellington,2001-12-01 00:00:00,27,1
1br,Wellington,2002-03-01 00:00:00,29,0.829
1br,Wellington,2002-06-01 00:00:00,25,0.781
1br,Wellington,2002-09-01 00:00:00,24,0.8
1br,Wellington,2002-12-01 00:00:00,27,0.964
1br,Wellington,2003-03-01 00:00:00,29,0.906
1br,Wellington,2003-06-01 00:00:00,17,0.708
1br,Wellington,2003-09-01 00:00:00,17,0.739
1br,Wellington,2003-12-01 00:00:00,17,0.85
1br,Wellington,2004-03-01 00:00:00,26,0.839
1br,Wellington,2004-06-01 00:00:00,22,0.846
1br,Wellington,2004-09-01 00:00:00,21,0.677
1br,Wellington,2004-12-01 00:00:00,12,0.706
1br,Wellington,2005-03-01 00:00:00,24,0.8
1br,Wellington,2005-06-01 00:00:00,17,0.63
1br,Wellington,2005-09-01 00:00:00,15,0.682
1br,Wellington,2005-12-01 00:00:00,21,0.724
1br,Wellington,2006-03-01 00:00:00,21,0.778
1br,Wellington,2006-06-01 00:00:00,17,0.63
1br,Wellington,2006-09-01 00:00:00,23,0.852
1br,Wellington,2006-12-01 00:00:00,10,0.625
1br,Wellington,2007-03-01 00:00:00,15,0.556
