Bedroom,LGA,Period,Affordable,Percent
1br,Greater Geelong,2021-09-01 00:00:00,4,0.026
1br,Greater Geelong,2021-12-01 00:00:00,6,0.039
1br,Greater Geelong,2022-03-01 00:00:00,7,0.049
1br,Greater Geelong,2022-06-01 00:00:00,2,0.016
1br,Greater Geelong,2022-09-01 00:00:00,2,0.015
1br,Greater Geelong,2022-12-01 00:00:00,1,0.007
1br,Greater Geelong,2023-03-01 00:00:00,6,0.043
1br,Greater Geelong,2023-06-01 00:00:00,13,0.089
1br,Greater Geelong,2023-09-01 00:00:00,6,0.041
1br,Greater Geelong,2023-12-01 00:00:00,8,0.056
1br,Greater Geelong,2024-03-01 00:00:00,6,0.038
1br,Greater Geelong,2024-06-01 00:00:00,10,0.068
1br,Greater Geelong,2024-09-01 00:00:00,10,0.06
1br,Greater Geelong,2024-12-01 00:00:00,13,0.089
1br,Greater Geelong,2025-03-01 00:00:00,6,0.041
1br,Greater Shepparton,2000-03-01 00:00:00,33,0.717
1br,Greater Shepparton,2000-06-01 00:00:00,33,0.733
1br,Greater Shepparton,2000-09-01 00:00:00,41,0.854
1br,Greater Shepparton,2000-12-01 00:00:00,35,0.795
1br,Greater Shepparton,2001-03-01 00:00:00,45,0.938
1br,Greater Shepparton,2001-06-01 00:00:00,33,0.846
1br,Greater Shepparton,2001-09-01 00:00:00,40,0.87
1br,Greater Shepparton,2001-12-01 00:00:00,32,0.762
1br,Greater Shepparton,2002-03-01 00:00:00,24,0.828
1br,Greater Shepparton,2002-06-01 00:00:00,26,0.867
1br,Greater Shepparton,2002-09-01 00:00:00,29,0.853
1br,Greater Shepparton,2002-12-01 00:00:00,33,0.846
1br,Greater Shepparton,2003-03-01 00:00:00,28,0.757
1br,Greater Shepparton,2003-06-01 00:00:00,37,0.771
1br,Greater Shepparton,2003-09-01 00:00:00,29,0.853
1br,Greater Shepparton,2003-12-01 00:00:00,31,0.861
1br,Greater Shepparton,2004-03-01 00:00:00,26,0.65
1br,Greater Shepparton,2004-06-01 00:00:00,32,0.865
1br,Greater Shepparton,2004-09-01 00:00:00,29,0.829
1br,Greater Shepparton,2004-12-01 00:00:00,25,0.862
1br,Greater Shepparton,2005-03-01 00:00:00,30,0.789
1br,Greater Shepparton,2005-06-01 00:00:00,21,0.7
1br,Greater Shepparton,2005-09-01 00:00:00,31,0.738
1br,Greater Shepparton,2005-12-01 00:00:00,29,0.853
1br,Greater Shepparton,2006-03-01 00:00:00,29,0.69
1br,Greater Shepparton,2006-06-01 00:00:00,21,0.724
1br,Greater Shepparton,2006-09-01 00:00:00,18,0.6
1br,Greater Shepparton,2006-12-01 00:00:00,22,0.629
1br,Greater Shepparton,2007-03-01 00:00:00,25,0.714
1br,Greater Shepparton,2007-06-01 00:00:00,21,0.75
1br,Greater Shepparton,2007-09-01 00:00:00,17,0.567
1br,Greater Shepparton,2007-12-01 00:00:00,23,0.885
1br,Greater Shepparton,2008-03-01 00:00:00,11,0.478
1br,Greater Shepparton,2008-06-01 00:00:00,15,0.441
1br,Greater Shepparton,2008-09-01 00:00:00,23,0.511
1br,Greater Shepparton,2008-12-01 00:00:00,27,0.675
1br,Greater Shepparton,2009-03-01 00:00:00,22,0.524
1br,Greater Shepparton,2009-06-01 00:00:00,13,0.31
1br,Greater Shepparton,2009-09-01 00:00:00,27,0.466
1br,Greater Shepparton,2009-12-01 00:00:00,11,0.297
1br,Greater Shepparton,2010-03-01 00:00:00,13,0.351
1br,Greater Shepparton,2010-06-01 00:00:00,14,0.519
1br,Greater Shepparton,2010-09-01 00:00:00,15,0.429
1br,Greater Shepparton,2010-12-01 00:00:00,12,0.429
1br,Greater Shepparton,2011-03-01 00:00:00,23,0.575
1br,Greater Shepparton,2011-06-01 00:00:00,9,0.333
1br,Greater Shepparton,2011-09-01 00:00:00,16,0.533
1br,Greater Shepparton,2011-12-01 00:00:00,14,0.667
1br,Greater Shepparton,2012-03-01 00:00:00,15,0.441
1br,Greater Shepparton,2012-06-01 00:00:00,16,0.471
1br,Greater Shepparton,2012-09-01 00:00:00,14,0.452
1br,Greater Shepparton,2012-12-01 00:00:00,22,0.595
1br,Greater Shepparton,2013-03-01 00:00:00,14,0.467
1br,Greater Shepparton,2013-06-01 00:00:00,20,0.541
1br,Greater Shepparton,2013-09-01 00:00:00,19,0.633
1br,Greater Shepparton,2014-03-01 00:00:00,5,0.25
1br,Greater Shepparton,2014-06-01 00:00:00,5,0.227
1br,Greater Shepparton,2014-09-01 00:00:00,9,0.273
1br,Greater Shepparton,2014-12-01 00:00:00,13,0.481
1br,Greater Shepparton,2015-03-01 00:00:00,11,0.314
1br,Greater Shepparton,2015-06-01 00:00:00,7,0.219
1br,Greater Shepparton,2015-09-01 00:00:00,12,0.316
1br,Greater Shepparton,2015-12-01 00:00:00,8,0.276
1br,Greater Shepparton,2016-03-01 00:00:00,6,0.176
1br,Greater Shepparton,2016-06-01 00:00:00,6,0.182
1br,Greater Shepparton,2016-09-01 00:00:00,8,0.235
1br,Greater Shepparton,2016-12-01 00:00:00,0,0
1br,Greater Shepparton,2017-03-01 00:00:00,16,0.356
1br,Greater Shepparton,2017-09-01 00:00:00,4,0.098
1br,Greater Shepparton,2017-12-01 00:00:00,6,0.176
1br,Greater Shepparton,2018-03-01 00:00:00,9,0.257
1br,Greater Shepparton,2018-06-01 00:00:00,8,0.296
1br,Greater Shepparton,2018-09-01 00:00:00,24,0.511
1br,Greater Shepparton,2018-12-01 00:00:00,5,0.156
1br,Greater Shepparton,2019-03-01 00:00:00,8,0.174
1br,Greater Shepparton,2019-06-01 00:00:00,1,0.034
1br,Greater Shepparton,2019-09-01 00:00:00,5,0.116
1br,Greater Shepparton,2019-12-01 00:00:00,3,0.088
1br,Greater Shepparton,2020-03-01 00:00:00,2,0.065
1br,Greater Shepparton,2020-06-01 00:00:00,8,0.258
1br,Greater Shepparton,2020-09-01 00:00:00,4,0.129
1br,Greater Shepparton,2020-12-01 00:00:00,1,0.053
1br,Greater Shepparton,2021-03-01 00:00:00,1,0.037
1br,Greater Shepparton,2021-06-01 00:00:00,3,0.103
1br,Greater Shepparton,2021-09-01 00:00:00,5,0.185
1br,Greater Shepparton,2021-12-01 00:00:00,5,0.192
1br,Greater Shepparton,2022-03-01 00:00:00,2,0.087
1br,Greater Shepparton,2022-06-01 00:00:00,0,0
1br,Greater Shepparton,2022-09-01 00:00:00,2,0.091
1br,Greater Shepparton,2022-12-01 00:00:00,7,0.389
1br,Greater Shepparton,2023-03-01 00:00:00,3,0.115
1br,Greater Shepparton,2023-06-01 00:00:00,0,0
1br,Greater Shepparton,2023-09-01 00:00:00,3,0.071
1br,Greater Shepparton,2023-12-01 00:00:00,6,0.207
1br,Greater Shepparton,2024-03-01 00:00:00,12,0.231
1br,Greater Shepparton,2024-06-01 00:00:00,4,0.082
1br,Greater Shepparton,2024-09-01 00:00:00,3,0.1
1br,Greater Shepparton,2024-12-01 00:00:00,5,0.217
1br,Greater Shepparton,2025-03-01 00:00:00,3,0.094
1br,Hepburn,2000-03-01 00:00:00,2,0.4
1br,Hepburn,2000-06-01 00:00:00,1,0.333
1br,Hepburn,2000-09-01 00:00:00,4,0.8
1br,Hepburn,2000-12-01 00:00:00,5,1
1br,Hepburn,2001-03-01 00:00:00,7,0.875
1br,Hepburn,2001-06-01 00:00:00,1,0.5
1br,Hepburn,2001-09-01 00:00:00,2,1
1br,Hepburn,2001-12-01 00:00:00,1,0.5
1br,Hepburn,2002-03-01 00:00:00,3,0.5
1br,Hepburn,2002-06-01 00:00:00,2,0.667
1br,Hepburn,2002-09-01 00:00:00,3,0.75
1br,Hepburn,2002-12-01 00:00:00,1,0.5
1br,Hepburn,2003-03-01 00:00:00,3,0.5
1br,Hepburn,2003-06-01 00:00:00,3,0.375
1br,Hepburn,2003-09-01 00:00:00,3,0.6
1br,Hepburn,2003-12-01 00:00:00,0,0
1br,Hepburn,2004-03-01 00:00:00,0,0
1br,Hepburn,2004-06-01 00:00:00,1,0.2
1br,Hepburn,2004-09-01 00:00:00,1,0.25
1br,Hepburn,2004-12-01 00:00:00,1,0.25
1br,Hepburn,2005-03-01 00:00:00,2,0.5
1br,Hepburn,2005-06-01 00:00:00,3,0.333
1br,Hepburn,2005-09-01 00:00:00,1,0.125
1br,Hepburn,2005-12-01 00:00:00,0,0
1br,Hepburn,2006-03-01 00:00:00,0,0
1br,Hepburn,2006-06-01 00:00:00,2,0.667
1br,Hepburn,2006-09-01 00:00:00,1,0.333
1br,Hepburn,2006-12-01 00:00:00,1,0.2
1br,Hepburn,2007-03-01 00:00:00,0,0
1br,Hepburn,2007-06-01 00:00:00,0,0
1br,Hepburn,2007-09-01 00:00:00,3,0.375
1br,Hepburn,2007-12-01 00:00:00,1,0.25
1br,Hepburn,2008-03-01 00:00:00,1,0.125
1br,Hepburn,2008-06-01 00:00:00,1,0.143
1br,Hepburn,2008-09-01 00:00:00,1,0.143
1br,Hepburn,2008-12-01 00:00:00,1,0.125
1br,Hepburn,2009-03-01 00:00:00,0,0
1br,Hepburn,2009-06-01 00:00:00,2,0.2
1br,Hepburn,2009-09-01 00:00:00,0,0
1br,Hepburn,2009-12-01 00:00:00,1,0.143
1br,Hepburn,2010-03-01 00:00:00,0,0
1br,Hepburn,2010-06-01 00:00:00,0,0
1br,Hepburn,2010-09-01 00:00:00,0,0
1br,Hepburn,2010-12-01 00:00:00,2,0.222
1br,Hepburn,2011-03-01 00:00:00,0,0
1br,Hepburn,2011-06-01 00:00:00,0,0
1br,Hepburn,2011-09-01 00:00:00,0,0
1br,Hepburn,2011-12-01 00:00:00,1,0.1
1br,Hepburn,2012-03-01 00:00:00,0,0
1br,Hepburn,2012-06-01 00:00:00,2,0.25
1br,Hepburn,2012-09-01 00:00:00,0,0
1br,Hepburn,2012-12-01 00:00:00,1,0.1
1br,Hepburn,2013-03-01 00:00:00,0,0
1br,Hepburn,2013-06-01 00:00:00,0,0
1br,Hepburn,2013-09-01 00:00:00,1,0.2
1br,Hepburn,2014-03-01 00:00:00,0,0
1br,Hepburn,2014-06-01 00:00:00,1,0.2
1br,Hepburn,2014-09-01 00:00:00,1,0.143
1br,Hepburn,2014-12-01 00:00:00,1,0.25
1br,Hepburn,2015-03-01 00:00:00,0,0
1br,Hepburn,2015-06-01 00:00:00,0,0
1br,Hepburn,2015-09-01 00:00:00,0,0
1br,Hepburn,2015-12-01 00:00:00,0,0
1br,Hepburn,2016-03-01 00:00:00,0,0
1br,Hepburn,2016-06-01 00:00:00,0,0
1br,Hepburn,2016-09-01 00:00:00,0,0
1br,Hepburn,2016-12-01 00:00:00,0,0
1br,Hepburn,2017-03-01 00:00:00,0,0
1br,Hepburn,2017-09-01 00:00:00,0,0
1br,Hepburn,2017-12-01 00:00:00,1,0.5
1br,Hepburn,2018-03-01 00:00:00,0,0
1br,Hepburn,2018-06-01 00:00:00,0,0
1br,Hepburn,2018-09-01 00:00:00,0,0
1br,Hepburn,2018-12-01 00:00:00,0,0
1br,Hepburn,2019-03-01 00:00:00,0,0
1br,Hepburn,2019-06-01 00:00:00,1,0.25
1br,Hepburn,2019-09-01 00:00:00,0,0
1br,Hepburn,2019-12-01 00:00:00,0,0
1br,Hepburn,2020-03-01 00:00:00,1,0.143
1br,Hepburn,2020-06-01 00:00:00,0,0
1br,Hepburn,2020-09-01 00:00:00,0,0
1br,Hepburn,2020-12-01 00:00:00,0,0
1br,Hepburn,2021-03-01 00:00:00,0,0
1br,Hepburn,2021-06-01 00:00:00,0,0
1br,Hepburn,2021-09-01 00:00:00,0,0
1br,Hepburn,2021-12-01 00:00:00,0,0
1br,Hepburn,2022-03-01 00:00:00,1,0.125
1br,Hepburn,2022-06-01 00:00:00,0,0
1br,Hepburn,2022-09-01 00:00:00,0,0
1br,Hepburn,2022-12-01 00:00:00,0,0
1br,Hepburn,2023-03-01 00:00:00,0,0
1br,Hepburn,2023-06-01 00:00:00,0,0
1br,Hepburn,2023-09-01 00:00:00,0,0
1br,Hepburn,2023-12-01 00:00:00,0,0
1br,Hepburn,2024-03-01 00:00:00,0,0
1br,Hepburn,2024-06-01 00:00:00,10,0.526
1br,Hepburn,2024-09-01 00:00:00,0,0
1br,Hepburn,2024-12-01 00:00:00,0,0
1br,Hepburn,2025-03-01 00:00:00,0,0
1br,Hindmarsh,2000-03-01 00:00:00,1,1
1br,Hindmarsh,2000-06-01 00:00:00,2,1
1br,Hindmarsh,2000-09-01 00:00:00,0,0
1br,Hindmarsh,2000-12-01 00:00:00,1,1
1br,Hindmarsh,2001-03-01 00:00:00,1,1
1br,Hindmarsh,2001-06-01 00:00:00,2,1
1br,Hindmarsh,2001-09-01 00:00:00,3,1
1br,Hindmarsh,2001-12-01 00:00:00,1,1
1br,Hindmarsh,2002-03-01 00:00:00,0,0
1br,Hindmarsh,2002-06-01 00:00:00,2,1
1br,Hindmarsh,2002-09-01 00:00:00,2,1
1br,Hindmarsh,2002-12-01 00:00:00,4,1
1br,Hindmarsh,2003-03-01 00:00:00,1,1
1br,Hindmarsh,2003-06-01 00:00:00,2,1
1br,Hindmarsh,2003-09-01 00:00:00,3,1
1br,Hindmarsh,2003-12-01 00:00:00,1,1
1br,Hindmarsh,2004-03-01 00:00:00,3,0.75
1br,Hindmarsh,2004-06-01 00:00:00,3,1
1br,Hindmarsh,2004-09-01 00:00:00,2,1
1br,Hindmarsh,2004-12-01 00:00:00,3,1
1br,Hindmarsh,2005-03-01 00:00:00,3,1
1br,Hindmarsh,2005-06-01 00:00:00,3,1
1br,Hindmarsh,2005-09-01 00:00:00,0,0
1br,Hindmarsh,2005-12-01 00:00:00,3,1
1br,Hindmarsh,2006-03-01 00:00:00,2,1
1br,Hindmarsh,2006-06-01 00:00:00,2,1
1br,Hindmarsh,2006-09-01 00:00:00,1,1
1br,Hindmarsh,2006-12-01 00:00:00,2,1
1br,Hindmarsh,2007-03-01 00:00:00,1,1
1br,Hindmarsh,2007-06-01 00:00:00,4,1
1br,Hindmarsh,2007-09-01 00:00:00,3,1
1br,Hindmarsh,2007-12-01 00:00:00,2,1
1br,Hindmarsh,2008-03-01 00:00:00,2,1
1br,Hindmarsh,2008-06-01 00:00:00,4,1
1br,Hindmarsh,2008-09-01 00:00:00,3,1
1br,Hindmarsh,2008-12-01 00:00:00,4,1
1br,Hindmarsh,2009-03-01 00:00:00,2,1
1br,Hindmarsh,2009-06-01 00:00:00,2,1
1br,Hindmarsh,2009-09-01 00:00:00,3,0.6
1br,Hindmarsh,2009-12-01 00:00:00,2,0.5
1br,Hindmarsh,2010-03-01 00:00:00,1,1
1br,Hindmarsh,2010-06-01 00:00:00,0,0
1br,Hindmarsh,2010-09-01 00:00:00,5,1
1br,Hindmarsh,2010-12-01 00:00:00,4,1
1br,Hindmarsh,2011-03-01 00:00:00,4,1
1br,Hindmarsh,2011-06-01 00:00:00,2,1
1br,Hindmarsh,2011-09-01 00:00:00,8,0.889
1br,Hindmarsh,2011-12-01 00:00:00,6,1
1br,Hindmarsh,2012-03-01 00:00:00,6,0.667
1br,Hindmarsh,2012-06-01 00:00:00,1,0.5
1br,Hindmarsh,2012-09-01 00:00:00,4,1
1br,Hindmarsh,2012-12-01 00:00:00,4,0.8
1br,Hindmarsh,2013-03-01 00:00:00,5,0.833
1br,Hindmarsh,2013-06-01 00:00:00,2,1
1br,Hindmarsh,2013-09-01 00:00:00,8,1
1br,Hindmarsh,2014-03-01 00:00:00,3,1
1br,Hindmarsh,2014-06-01 00:00:00,3,1
1br,Hindmarsh,2014-09-01 00:00:00,3,1
1br,Hindmarsh,2014-12-01 00:00:00,3,1
1br,Hindmarsh,2015-03-01 00:00:00,5,1
1br,Hindmarsh,2015-06-01 00:00:00,1,0.5
1br,Hindmarsh,2015-09-01 00:00:00,4,0.8
1br,Hindmarsh,2015-12-01 00:00:00,5,1
1br,Hindmarsh,2016-03-01 00:00:00,2,0.5
1br,Hindmarsh,2016-06-01 00:00:00,6,1
1br,Hindmarsh,2016-09-01 00:00:00,4,1
1br,Hindmarsh,2016-12-01 00:00:00,1,0.333
1br,Hindmarsh,2017-03-01 00:00:00,4,1
1br,Hindmarsh,2017-09-01 00:00:00,4,1
1br,Hindmarsh,2017-12-01 00:00:00,3,1
1br,Hindmarsh,2018-03-01 00:00:00,4,1
1br,Hindmarsh,2018-06-01 00:00:00,3,1
1br,Hindmarsh,2018-09-01 00:00:00,2,1
1br,Hindmarsh,2018-12-01 00:00:00,4,1
1br,Hindmarsh,2019-03-01 00:00:00,6,1
1br,Hindmarsh,2019-06-01 00:00:00,5,0.714
1br,Hindmarsh,2019-09-01 00:00:00,9,1
1br,Hindmarsh,2019-12-01 00:00:00,7,1
1br,Hindmarsh,2020-03-01 00:00:00,5,0.714
1br,Hindmarsh,2020-06-01 00:00:00,5,1
1br,Hindmarsh,2020-09-01 00:00:00,2,1
1br,Hindmarsh,2020-12-01 00:00:00,1,0.25
1br,Hindmarsh,2021-03-01 00:00:00,2,0.667
1br,Hindmarsh,2021-06-01 00:00:00,4,0.667
1br,Hindmarsh,2021-09-01 00:00:00,4,0.8
1br,Hindmarsh,2021-12-01 00:00:00,0,0
1br,Hindmarsh,2022-03-01 00:00:00,2,0.4
1br,Hindmarsh,2022-06-01 00:00:00,7,1
1br,Hindmarsh,2022-09-01 00:00:00,1,0.5
1br,Hindmarsh,2022-12-01 00:00:00,5,0.833
1br,Hindmarsh,2023-03-01 00:00:00,2,0.5
1br,Hindmarsh,2023-06-01 00:00:00,3,0.75
1br,Hindmarsh,2023-09-01 00:00:00,4,0.571
1br,Hindmarsh,2023-12-01 00:00:00,0,0
1br,Hindmarsh,2024-03-01 00:00:00,1,0.5
1br,Hindmarsh,2024-06-01 00:00:00,1,0.333
1br,Hindmarsh,2024-09-01 00:00:00,3,0.75
1br,Hindmarsh,2024-12-01 00:00:00,3,1
1br,Hindmarsh,2025-03-01 00:00:00,1,0.5
1br,Hobsons Bay,2000-03-01 00:00:00,15,0.214
1br,Hobsons Bay,2000-06-01 00:00:00,8,0.143
1br,Hobsons Bay,2000-09-01 00:00:00,17,0.221
1br,Hobsons Bay,2000-12-01 00:00:00,23,0.451
1br,Hobsons Bay,2001-03-01 00:00:00,19,0.322
1br,Hobsons Bay,2001-06-01 00:00:00,17,0.304
1br,Hobsons Bay,2001-09-01 00:00:00,8,0.14
1br,Hobsons Bay,2001-12-01 00:00:00,7,0.127
1br,Hobsons Bay,2002-03-01 00:00:00,3,0.057
1br,Hobsons Bay,2002-06-01 00:00:00,11,0.18
1br,Hobsons Bay,2002-09-01 00:00:00,12,0.188
1br,Hobsons Bay,2002-12-01 00:00:00,7,0.127
1br,Hobsons Bay,2003-03-01 00:00:00,4,0.063
1br,Hobsons Bay,2003-06-01 00:00:00,5,0.083
1br,Hobsons Bay,2003-09-01 00:00:00,7,0.127
1br,Hobsons Bay,2003-12-01 00:00:00,3,0.063
1br,Hobsons Bay,2004-03-01 00:00:00,2,0.032
1br,Hobsons Bay,2004-06-01 00:00:00,10,0.238
1br,Hobsons Bay,2004-09-01 00:00:00,9,0.153
1br,Hobsons Bay,2004-12-01 00:00:00,7,0.143
1br,Hobsons Bay,2005-03-01 00:00:00,4,0.073
1br,Hobsons Bay,2005-06-01 00:00:00,4,0.058
1br,Hobsons Bay,2005-09-01 00:00:00,8,0.157
1br,Hobsons Bay,2005-12-01 00:00:00,4,0.089
1br,Hobsons Bay,2006-03-01 00:00:00,4,0.093
1br,Hobsons Bay,2006-06-01 00:00:00,5,0.093
1br,Hobsons Bay,2006-09-01 00:00:00,5,0.083
1br,Hobsons Bay,2006-12-01 00:00:00,3,0.079
1br,Hobsons Bay,2007-03-01 00:00:00,1,0.019
1br,Hobsons Bay,2007-06-01 00:00:00,3,0.063
1br,Hobsons Bay,2007-09-01 00:00:00,5,0.098
1br,Hobsons Bay,2007-12-01 00:00:00,3,0.07
1br,Hobsons Bay,2008-03-01 00:00:00,1,0.022
1br,Hobsons Bay,2008-06-01 00:00:00,1,0.026
1br,Hobsons Bay,2008-09-01 00:00:00,1,0.022
1br,Hobsons Bay,2008-12-01 00:00:00,2,0.042
1br,Hobsons Bay,2009-03-01 00:00:00,0,0
1br,Hobsons Bay,2009-06-01 00:00:00,2,0.037
1br,Hobsons Bay,2009-09-01 00:00:00,0,0
1br,Hobsons Bay,2009-12-01 00:00:00,0,0
1br,Hobsons Bay,2010-03-01 00:00:00,1,0.02
1br,Hobsons Bay,2010-06-01 00:00:00,0,0
1br,Hobsons Bay,2010-09-01 00:00:00,1,0.02
1br,Hobsons Bay,2010-12-01 00:00:00,0,0
1br,Hobsons Bay,2011-03-01 00:00:00,1,0.019
1br,Hobsons Bay,2011-06-01 00:00:00,1,0.022
1br,Hobsons Bay,2011-09-01 00:00:00,0,0
1br,Hobsons Bay,2011-12-01 00:00:00,0,0
1br,Hobsons Bay,2012-03-01 00:00:00,0,0
1br,Hobsons Bay,2012-06-01 00:00:00,0,0
1br,Hobsons Bay,2012-09-01 00:00:00,1,0.024
1br,Hobsons Bay,2012-12-01 00:00:00,0,0
1br,Hobsons Bay,2013-03-01 00:00:00,0,0
1br,Hobsons Bay,2013-06-01 00:00:00,1,0.018
1br,Hobsons Bay,2013-09-01 00:00:00,0,0
1br,Hobsons Bay,2014-03-01 00:00:00,1,0.019
1br,Hobsons Bay,2014-06-01 00:00:00,0,0
1br,Hobsons Bay,2014-09-01 00:00:00,0,0
1br,Hobsons Bay,2014-12-01 00:00:00,0,0
1br,Hobsons Bay,2015-03-01 00:00:00,0,0
1br,Hobsons Bay,2015-06-01 00:00:00,1,0.021
1br,Hobsons Bay,2015-09-01 00:00:00,2,0.028
1br,Hobsons Bay,2015-12-01 00:00:00,2,0.048
1br,Hobsons Bay,2016-03-01 00:00:00,0,0
1br,Hobsons Bay,2016-06-01 00:00:00,0,0
1br,Hobsons Bay,2016-09-01 00:00:00,0,0
1br,Hobsons Bay,2016-12-01 00:00:00,0,0
1br,Hobsons Bay,2017-03-01 00:00:00,0,0
1br,Hobsons Bay,2017-09-01 00:00:00,0,0
1br,Hobsons Bay,2017-12-01 00:00:00,0,0
1br,Hobsons Bay,2018-03-01 00:00:00,2,0.04
1br,Hobsons Bay,2018-06-01 00:00:00,0,0
1br,Hobsons Bay,2018-09-01 00:00:00,0,0
1br,Hobsons Bay,2018-12-01 00:00:00,0,0
1br,Hobsons Bay,2019-03-01 00:00:00,0,0
1br,Hobsons Bay,2019-06-01 00:00:00,0,0
1br,Hobsons Bay,2019-09-01 00:00:00,0,0
1br,Hobsons Bay,2019-12-01 00:00:00,0,0
1br,Hobsons Bay,2020-03-01 00:00:00,1,0.02
1br,Hobsons Bay,2020-06-01 00:00:00,0,0
1br,Hobsons Bay,2020-09-01 00:00:00,1,0.021
1br,Hobsons Bay,2020-12-01 00:00:00,2,0.047
1br,Hobsons Bay,2021-03-01 00:00:00,2,0.032
1br,Hobsons Bay,2021-06-01 00:00:00,1,0.017
1br,Hobsons Bay,2021-09-01 00:00:00,2,0.033
1br,Hobsons Bay,2021-12-01 00:00:00,0,0
1br,Hobsons Bay,2022-03-01 00:00:00,0,0
1br,Hobsons Bay,2022-06-01 00:00:00,1,0.014
1br,Hobsons Bay,2022-09-01 00:00:00,1,0.021
1br,Hobsons Bay,2022-12-01 00:00:00,0,0
1br,Hobsons Bay,2023-03-01 00:00:00,0,0
1br,Hobsons Bay,2023-06-01 00:00:00,0,0
1br,Hobsons Bay,2023-09-01 00:00:00,3,0.065
1br,Hobsons Bay,2023-12-01 00:00:00,0,0
1br,Hobsons Bay,2024-03-01 00:00:00,0,0
1br,Hobsons Bay,2024-06-01 00:00:00,0,0
1br,Hobsons Bay,2024-09-01 00:00:00,0,0
1br,Hobsons Bay,2024-12-01 00:00:00,1,0.01
1br,Hobsons Bay,2025-03-01 00:00:00,1,0.022
1br,Horsham,2000-03-01 00:00:00,13,1
1br,Horsham,2000-06-01 00:00:00,11,1
1br,Horsham,2000-09-01 00:00:00,6,1
1br,Horsham,2000-12-01 00:00:00,10,1
1br,Horsham,2001-03-01 00:00:00,11,1
1br,Horsham,2001-06-01 00:00:00,8,1
1br,Horsham,2001-09-01 00:00:00,11,0.917
1br,Horsham,2001-12-01 00:00:00,8,1
1br,Horsham,2002-03-01 00:00:00,9,1
1br,Horsham,2002-06-01 00:00:00,9,1
1br,Horsham,2002-09-01 00:00:00,5,1
1br,Horsham,2002-12-01 00:00:00,11,1
1br,Horsham,2003-03-01 00:00:00,12,0.923
1br,Horsham,2003-06-01 00:00:00,7,1
1br,Horsham,2003-09-01 00:00:00,7,0.875
1br,Horsham,2003-12-01 00:00:00,9,1
1br,Horsham,2004-03-01 00:00:00,8,1
1br,Horsham,2004-06-01 00:00:00,6,1
1br,Horsham,2004-09-01 00:00:00,5,0.833
1br,Horsham,2004-12-01 00:00:00,3,0.75
1br,Horsham,2005-03-01 00:00:00,6,1
1br,Horsham,2005-06-01 00:00:00,5,1
1br,Horsham,2005-09-01 00:00:00,5,0.833
1br,Horsham,2005-12-01 00:00:00,3,1
1br,Horsham,2006-03-01 00:00:00,7,0.875
1br,Horsham,2006-06-01 00:00:00,5,1
1br,Horsham,2006-09-01 00:00:00,3,0.6
1br,Horsham,2006-12-01 00:00:00,6,0.75
1br,Horsham,2007-03-01 00:00:00,6,0.75
1br,Horsham,2007-06-01 00:00:00,5,0.556
1br,Horsham,2007-09-01 00:00:00,5,1
1br,Horsham,2007-12-01 00:00:00,5,0.714
1br,Horsham,2008-03-01 00:00:00,10,0.833
1br,Horsham,2008-06-01 00:00:00,10,0.714
1br,Horsham,2008-09-01 00:00:00,7,0.636
1br,Horsham,2008-12-01 00:00:00,8,0.727
1br,Horsham,2009-03-01 00:00:00,10,0.714
1br,Horsham,2009-06-01 00:00:00,7,0.368
1br,Horsham,2009-09-01 00:00:00,4,0.444
1br,Horsham,2009-12-01 00:00:00,8,0.8
1br,Horsham,2010-03-01 00:00:00,7,0.467
1br,Horsham,2010-06-01 00:00:00,8,0.8
1br,Horsham,2010-09-01 00:00:00,3,0.3
1br,Horsham,2010-12-01 00:00:00,7,0.636
1br,Horsham,2011-03-01 00:00:00,11,0.733
1br,Horsham,2011-06-01 00:00:00,4,0.4
1br,Horsham,2011-09-01 00:00:00,6,0.545
1br,Horsham,2011-12-01 00:00:00,5,0.625
1br,Horsham,2012-03-01 00:00:00,6,0.6
1br,Horsham,2012-06-01 00:00:00,5,0.417
1br,Horsham,2012-09-01 00:00:00,2,0.4
1br,Horsham,2012-12-01 00:00:00,5,0.455
1br,Horsham,2013-03-01 00:00:00,4,0.364
1br,Horsham,2013-06-01 00:00:00,3,0.3
1br,Horsham,2013-09-01 00:00:00,9,0.75
1br,Horsham,2014-03-01 00:00:00,2,0.333
1br,Horsham,2014-06-01 00:00:00,6,0.545
1br,Horsham,2014-09-01 00:00:00,4,0.4
1br,Horsham,2014-12-01 00:00:00,3,0.231
1br,Horsham,2015-03-01 00:00:00,10,0.526
1br,Horsham,2015-06-01 00:00:00,0,0
1br,Horsham,2015-09-01 00:00:00,4,0.333
1br,Horsham,2015-12-01 00:00:00,5,0.5
1br,Horsham,2016-03-01 00:00:00,2,0.167
1br,Horsham,2016-06-01 00:00:00,6,0.6
1br,Horsham,2016-09-01 00:00:00,6,0.545
1br,Horsham,2016-12-01 00:00:00,6,0.5
1br,Horsham,2017-03-01 00:00:00,6,0.5
1br,Horsham,2017-09-01 00:00:00,3,0.273
1br,Horsham,2017-12-01 00:00:00,1,0.125
1br,Horsham,2018-03-01 00:00:00,5,0.357
1br,Horsham,2018-06-01 00:00:00,4,0.364
1br,Horsham,2018-09-01 00:00:00,6,0.545
1br,Horsham,2018-12-01 00:00:00,7,0.438
1br,Horsham,2019-03-01 00:00:00,7,0.438
